Sample_id,Plot_id,Site_id,Survey_date,Treatment,Patch,PCT_Number,PCT_Name,Establishment,Total_litter_ex_dung,Sticks_bark,Leaves_overstorey,Leaves_understorey,Coarse_frass,Fine_frass,Seeds_fruits,Woodchip,Dung,MIR_HUM%,MIR_POC%,MIR_ROC%,MIR_TOC%,MIR_TN%,Pmg/Kg,pH,ECmicroS/cm,PLFA_Total_biomass,PLFA_Gram+bacteria,PLFA_Gram-bacteria ,PLFA_General_bacteria,PLFA_Actinobacteria,PLFA_Fungi,PLFA_Protozoa,PLFA_Arbuscular_mycorrhizae,PLFA_Fungi:bacteria,Enzymes_AB,Enzymes_BG,Enzymes_CB,Enzymes_NAG,Enzymes_PHO,Enzymes_XYL,Enzymes_LAP,Resp_Water,Resp_Fructose,Resp_Glucose,Resp_Maltose,Resp_Raffinose,Resp_Sucrose,Resp_Threonine,Resp_Xylose,reads_fungi,obs_richness_fungi,chao1_richness_fungi,obs_shannon_fungi,obs_richness_fungi_ArbuscularMycorrhizal,obs_richness_fungi_Ectomycorrhizal,obs_richness_fungi_PlantPathogen,obs_richness_fungi_WoodSaprotroph,obs_richness_fungi_OrchidMycorrhizal,chao1_richness_fungi_ArbuscularMycorrhizal,chao1_richness_fungi_Ectomycorrhizal,chao1_richness_fungi_PlantPathogen,chao1_richness_fungi_WoodSaprotroph,chao1_richness_fungi_OrchidMycorrhizal,obs_shannon_fungi_ArbuscularMycorrhizal,obs_shannon_fungi_Ectomycorrhizal,obs_shannon_fungi_PlantPathogen,obs_shannon_fungi_WoodSaprotroph,obs_shannon_fungi_OrchidMycorrhizal,relabund_fungi_ArbuscularMycorrhizal,relabund_fungi_Ectomycorrhizal,relabund_fungi_PlantPathogen,relabund_fungi_WoodSaprotroph,relabund_fungi_OrchidMycorrhizal,reads_bacteria,obs_richness_bacteria,chao1_richness_bacteria,obs_shannon_bacteria,obs_richness_bacteria_copiotrophic,obs_richness_bacteria_oligotrophic,chao1_richness_bacteria_copiotrophic,chao1_richness_bacteria_oligotrophic,obs_shannon_bacteria_copiotrophic,obs_shannon_bacteria_oligotrophic,relabund_bacteria_copiotrophic,relabund_bacteria_oligotrophic
72O,72,Mt Owen,8/04/2019,REHAB,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,141.4,18,20,1,59,34,1.3,8.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,24.01,4.03,6.03,3.15,2.07,0.65,0.56,0.62,0.08,32.3,260.6,42.6,149.5,446.6,40.7,39.3,NA,NA,NA,NA,NA,NA,NA,NA,30518,823,1105.82,5.31,14,21,38,12,5,44.25,31.67,45.68,12.90,7.00,2.042,1.521,3.145,1.133,1.505,0.003,0.073,0.017,0.011,0.001,41179,2600,5369.41,7.24,851,497,1631.85,900.84,6.16,5.50,0.36,0.22
72T,72,Mt Owen,8/04/2019,REHAB,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,370.1,81,66,1,120,52,3.1,47,0.8,1.61,0.90,1.27,4.00,0.19,6.80,6.87,62.00,10.85,1.73,2.87,1.48,0.91,0.36,0.08,0.25,0.10,47.9,216.3,42.8,123.7,283.4,58.4,48.0,0.323,0.345,0.331,0.345,0.389,0.441,0.410,0.375,30740,741,1001.51,4.89,13,32,35,10,2,15.50,36.57,58.14,10.67,2.00,2.223,1.773,2.884,1.632,0.500,0.004,0.329,0.013,0.012,0.001,39769,2491,4438.13,7.24,893,493,1491.76,796.86,6.30,5.50,0.36,0.23
74O,74,Mt Owen,8/04/2019,REHAB,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,15.6,5,0.6,1,8,1,0,0,0.1,1.86,1.13,1.15,4.49,0.25,10.90,6.64,82.10,15.86,2.71,4.31,2.28,1.35,0.45,0.23,0.38,0.08,12.9,70.2,16.9,14.2,89.6,13.7,59.5,0.562,1.181,1.371,1.348,1.122,1.453,0.950,0.665,25018,689,924.45,5.04,12,16,24,15,2,12.50,24.17,28.50,17.67,2.50,2.367,0.427,2.620,2.423,0.637,0.004,0.074,0.016,0.007,0.000,41395,2345,4453.42,7.06,852,435,1658.84,755.38,6.06,5.31,0.41,0.21
74T,74,Mt Owen,8/04/2019,REHAB,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,103,46,2,6,25,24,0,0,0,2.23,1.76,1.44,5.86,0.31,10.96,6.35,75.70,23.32,3.93,6.74,3.74,1.66,0.63,0.10,0.62,0.08,54.3,296.4,76.6,129.5,479.7,46.0,103.5,0.562,1.458,1.598,1.557,1.587,1.542,0.955,0.683,31861,814,1078.03,5.47,11,14,39,10,1,20.00,15.00,46.56,14.50,1.00,1.670,1.600,2.905,1.835,0.000,0.005,0.057,0.033,0.007,0.000,38518,2286,3907.11,6.99,779,460,1292.13,751.43,5.95,5.36,0.38,0.23
75O,75,Mt Owen,8/04/2019,REHAB,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,402.3,39,26,5,99,231,2.3,0,0.3,1.53,1.07,1.05,3.91,0.21,8.47,6.46,59.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,135.9,21.9,316.5,735.1,28.3,55.0,0.426,0.915,1.064,0.950,0.947,0.814,0.617,0.404,26289,740,952.58,5.17,12,24,28,15,0,18.25,45.00,41.50,17.25,0.00,2.209,1.843,1.775,2.270,0.000,0.004,0.124,0.058,0.010,0.000,42580,2438,4479.67,7.12,804,499,1412.22,819.77,6.07,5.42,0.37,0.24
75T,75,Mt Owen,8/04/2019,REHAB,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,502.7,150,37,10,183,111,11.7,0,1,1.86,1.32,1.26,4.73,0.24,9.29,6.32,69.80,16.41,2.68,4.79,2.51,1.23,0.61,0.11,0.38,0.10,24.7,188.3,50.1,69.2,270.2,32.0,57.5,0.417,0.780,0.824,0.745,0.823,0.773,0.603,0.463,29443,548,710.36,4.67,7,32,16,6,3,8.00,38.40,22.00,7.00,3.00,1.841,2.210,1.984,1.345,1.093,0.002,0.243,0.013,0.015,0.001,26744,2223,4046.36,6.97,772,450,1393.28,769.35,5.95,5.33,0.38,0.22
76O,76,Mt Owen,8/04/2019,REHAB,O,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,197.7,84,17,1,55,35,1.7,4,2,2.10,1.35,1.45,5.33,0.26,9.71,6.79,58.00,18.27,2.84,6.15,2.79,1.06,0.59,0.34,0.36,0.09,96.3,462.7,116.5,151.7,552.0,96.3,179.6,0.447,0.569,0.754,0.844,0.728,0.763,0.638,0.772,22382,590,755.46,4.53,10,15,24,3,1,16.25,17.67,40.67,4.00,1.00,2.074,2.073,2.740,0.248,0.000,0.003,0.024,0.010,0.004,0.000,37318,2302,4133.06,7.03,790,446,1280.80,717.34,6.03,5.18,0.38,0.25
76T,76,Mt Owen,8/04/2019,REHAB,T,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,268.2,84,16,1,64,79,24.2,0,0.4,2.11,1.29,1.35,5.21,0.25,8.78,6.39,84.90,18.32,3.24,5.38,2.66,1.45,0.57,0.04,0.44,0.08,45.9,296.4,65.9,117.1,401.7,42.3,65.2,0.444,0.718,0.935,0.868,0.837,0.940,0.629,0.719,29225,652,874.31,4.73,6,17,28,9,1,9.00,21.00,52.00,21.50,1.00,1.582,1.321,1.849,2.038,0.000,0.002,0.188,0.037,0.002,0.000,37694,2292,4335.10,6.97,756,486,1398.37,809.77,5.97,5.16,0.35,0.28
1O,1,Mangoola Mine,4/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,297.2,157,15,1,70,54,0.2,0,0.8,2.05,1.53,1.37,6.20,0.30,1.04,5.71,111.70,16.42,2.90,5.21,2.36,1.00,0.47,0.21,0.26,0.07,10.8,124.5,26.7,58.9,102.4,22.0,27.1,0.266,0.309,0.306,0.309,0.299,0.295,0.376,0.242,21631,550,673.68,5.02,1,25,15,7,0,1.00,28.00,27.50,9.00,0.00,0.000,2.386,2.521,1.340,0.000,0.000,0.178,0.005,0.004,0.000,37577,1910,3296.45,6.68,737,358,1224.14,638.62,5.71,5.02,0.44,0.20
1T,1,Mangoola Mine,4/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,588.3,380,34,0,100,73,1.3,0,0.3,1.49,0.76,1.09,4.32,0.22,8.97,5.93,138.80,18.94,3.13,6.14,2.67,1.04,0.95,0.33,0.38,0.13,10.9,32.1,15.0,67.7,73.6,8.7,100.5,0.351,0.348,0.425,0.454,0.440,0.479,0.399,0.294,29250,580,746.64,4.96,0,23,11,3,3,0.00,35.25,12.50,5.00,3.00,0.000,2.040,0.392,1.040,1.012,0.000,0.139,0.048,0.000,0.001,43475,2245,4388.39,6.93,785,433,1473.00,883.01,5.88,5.29,0.41,0.21
2O,2,Mangoola Mine,4/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,200.1,94,14,1,35,56,0.1,0,1.2,1.30,0.84,0.75,3.67,0.21,10.49,5.35,153.90,16.18,3.02,5.10,2.55,1.12,0.37,0.11,0.21,0.06,40.9,262.3,95.1,124.4,282.5,72.3,39.3,0.379,0.403,0.482,0.440,0.566,0.557,0.415,0.305,17298,534,684.96,4.91,1,22,18,2,1,1.00,62.50,26.00,2.50,1.00,0.000,1.954,2.116,0.637,0.000,0.000,0.122,0.010,0.000,0.001,35852,1804,3093.29,6.54,691,309,1269.32,550.66,5.50,4.88,0.43,0.18
2T,2,Mangoola Mine,4/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,514.3,266,20,1,100,99,0.3,28,0.1,1.60,1.12,0.96,4.47,0.26,14.76,5.60,120.20,15.14,2.66,4.74,2.12,0.87,0.61,0.12,0.24,0.11,16.9,40.6,15.9,21.4,49.6,12.3,41.0,0.340,0.362,0.480,0.428,0.499,0.563,0.394,0.283,25490,616,759.34,5.16,2,20,17,8,1,2.00,22.67,67.00,9.00,1.00,0.562,2.072,2.111,0.690,0.000,0.000,0.090,0.008,0.047,0.001,37743,2026,3908.57,6.72,703,372,1326.61,641.40,5.61,5.10,0.42,0.21
7O,7,Mangoola Mine,6/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,372.2,129,14,4,81,144,0.2,0,1.8,1.94,1.31,1.28,4.80,0.29,12.83,5.88,121.40,17.21,3.04,5.30,2.37,1.21,0.48,0.24,0.38,0.08,42.2,334.7,55.5,151.9,481.7,84.3,74.5,0.336,0.404,0.437,0.404,0.426,0.475,0.382,0.338,26212,662,854.05,5.24,8,19,17,16,1,14.00,19.67,18.60,24.00,1.00,1.869,2.193,1.920,1.910,0.000,0.002,0.092,0.016,0.029,0.001,38780,2002,3376.29,6.79,710,374,1102.18,626.46,5.78,5.03,0.42,0.21
7T,7,Mangoola Mine,6/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,797.6,522,23,1,118,133,0.6,0,5.1,2.56,1.79,1.76,6.78,0.31,14.57,6.12,140.60,18.13,3.19,5.53,2.59,1.19,0.62,0.31,0.34,0.09,15.1,50.4,24.3,43.3,88.0,16.0,51.1,0.483,0.450,0.546,0.573,0.606,0.597,0.535,0.387,30343,647,794.88,4.79,1,34,8,11,1,1.00,42.33,12.00,12.50,1.00,0.000,2.287,1.517,1.419,0.000,0.000,0.124,0.003,0.013,0.002,49374,2208,3965.96,6.93,794,441,1323.11,705.52,6.01,5.03,0.39,0.26
8O,8,Mangoola Mine,6/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,502.2,138,34,1,169,160,0.2,0,1.2,2.11,1.25,1.67,5.31,0.30,16.18,6.43,144.70,17.15,2.98,5.38,2.27,1.18,0.65,0.12,0.43,0.10,19.1,146.5,34.9,64.5,118.0,24.1,12.5,0.580,0.509,0.627,0.670,0.680,0.665,0.690,0.498,34515,607,797.20,5.00,10,23,8,13,2,12.50,31.00,14.00,25.50,2.00,2.246,1.979,1.616,1.951,0.500,0.002,0.088,0.003,0.007,0.001,46272,2145,3946.50,6.89,830,398,1467.17,667.39,5.88,5.24,0.46,0.19
8T,8,Mangoola Mine,6/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,1180.5,572,33,1,322,250,2.5,0,0.3,2.53,1.30,2.15,6.07,0.36,20.19,7.36,202.00,17.46,3.12,5.07,2.22,1.33,0.60,0.29,0.45,0.09,34.9,212.5,35.5,100.0,111.5,30.8,82.2,0.561,0.481,0.631,0.637,0.683,0.709,0.620,0.487,22430,559,670.18,5.02,0,18,10,12,0,0.00,19.00,13.13,14.25,0.00,0.000,1.654,2.087,0.841,0.000,0.000,0.086,0.002,0.036,0.000,57333,1991,3280.85,6.85,748,370,1258.73,582.16,5.81,5.05,0.45,0.21
9O,9,Mangoola Mine,6/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,201.2,85,21,1,52,42,0.2,0,3.5,1.67,1.36,1.03,4.60,0.22,7.84,5.91,86.50,18.57,3.53,5.86,2.52,1.25,0.72,0.16,0.43,0.10,18.1,277.1,69.2,102.7,114.9,31.3,49.6,0.470,0.464,0.530,0.595,0.621,0.619,0.557,0.402,22115,690,930.07,5.05,4,33,19,12,3,4.50,35.57,25.40,12.13,3.00,1.311,2.581,2.388,2.113,0.868,0.001,0.052,0.007,0.007,0.001,51435,2119,4101.33,6.86,777,345,1482.36,539.06,5.87,5.00,0.43,0.20
9T,9,Mangoola Mine,6/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,759.2,436,16,0,143,162,2.2,0,0.2,2.25,1.38,1.61,5.62,0.23,16.18,6.23,193.90,15.77,2.72,4.97,2.15,1.04,0.50,0.06,0.34,0.09,22.1,156.6,46.1,52.3,140.1,20.7,82.3,0.384,0.411,0.468,0.489,0.439,0.488,0.442,0.292,22942,628,786.82,5.17,0,28,12,7,1,0.00,36.00,18.13,9.00,1.00,0.000,2.497,2.399,1.721,0.000,0.000,0.051,0.002,0.003,0.000,52337,2187,3753.37,6.96,852,367,1419.11,625.67,6.01,5.12,0.47,0.18
10O,10,Mangoola Mine,6/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,192.3,63,27,2,48,50,2.3,0,0.5,1.41,1.13,0.97,3.66,0.25,10.79,5.82,118.50,14.12,2.38,4.21,1.99,0.88,0.51,0.25,0.29,0.10,32.1,181.9,242.5,53.4,147.1,75.0,11.7,0.332,0.341,0.381,0.404,0.421,0.411,0.369,0.314,27047,713,925.71,5.24,6,23,25,13,1,6.17,25.08,91.00,14.13,1.00,1.630,1.679,2.401,1.715,0.000,0.002,0.082,0.014,0.015,0.007,46336,2075,3900.20,6.82,755,366,1445.02,634.83,5.81,4.92,0.42,0.21
10T,10,Mangoola Mine,6/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,250.1,87,29,1,72,60,1.1,0,1.4,1.67,1.33,1.20,4.34,0.28,9.23,6.18,99.80,15.13,2.74,4.46,2.06,0.36,0.35,0.23,0.34,0.06,10.9,69.4,21.7,25.8,61.8,14.5,33.3,0.408,0.374,0.468,0.508,0.541,0.529,0.478,0.368,20832,681,885.45,5.07,3,23,29,11,1,4.00,26.13,41.50,29.00,1.00,0.950,2.069,3.022,1.818,0.000,0.001,0.121,0.012,0.005,0.000,49236,2243,4408.06,6.94,865,407,1647.85,712.26,5.96,5.16,0.46,0.20
11O,11,Mangoola Mine,6/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,451.9,227,21,0,85,116,2.9,0,3.1,1.23,0.93,1.07,3.79,0.20,18.12,5.48,82.50,14.73,2.49,4.63,2.19,0.86,0.67,0.20,0.22,0.13,32.7,222.5,80.3,110.9,198.9,41.8,42.2,0.429,0.416,0.510,0.584,0.602,0.586,0.513,0.371,24771,493,614.68,4.73,0,21,11,11,1,0.00,21.25,26.00,26.00,1.00,0.000,2.099,1.329,1.685,0.000,0.000,0.314,0.010,0.005,0.001,43965,1756,3112.77,6.52,590,276,1017.68,500.04,5.34,4.79,0.42,0.15
11T,11,Mangoola Mine,6/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,747.2,315,24,0,185,173,2.2,48,1.5,1.30,0.89,1.15,3.89,0.20,15.20,5.52,214.00,13.65,2.12,4.34,1.94,0.70,0.92,0.23,0.20,0.19,14.1,54.9,26.1,46.2,45.4,9.3,86.5,0.439,0.423,0.529,0.619,0.636,0.618,0.528,0.369,38508,531,717.28,4.40,0,20,5,5,0,0.00,23.13,8.00,5.00,0.00,0.000,1.432,0.378,0.160,0.000,0.000,0.222,0.009,0.073,0.000,40376,1969,3511.37,6.75,815,313,1426.18,577.45,5.89,4.86,0.47,0.17
19O,19,Mangoola Mine,8/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,284.7,116,19,1,87,60,1.7,0,4.6,2.38,1.94,1.42,6.37,0.32,14.96,5.94,143.60,20.44,3.68,6.76,2.77,1.43,0.79,0.19,0.40,0.10,15.3,354.1,54.3,61.7,92.6,18.2,36.4,0.355,0.363,0.446,0.452,0.565,0.582,0.541,0.408,20767,575,751.15,4.84,2,23,16,9,0,2.50,31.00,17.60,15.00,0.00,0.637,2.213,2.190,0.836,0.000,0.000,0.138,0.008,0.010,0.000,39098,2075,3730.12,6.80,819,385,1437.85,671.17,5.89,5.01,0.43,0.22
19T,19,Mangoola Mine,8/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,576.5,360,13,2,105,96,0.5,0,1,3.20,1.97,2.41,8.58,0.37,27.01,6.67,177.50,20.27,3.24,6.38,2.79,1.34,0.90,0.17,0.55,0.12,30.8,144.1,31.2,48.8,114.7,34.1,146.1,0.626,0.567,0.827,0.779,0.925,1.169,0.856,0.819,26783,731,890.39,5.27,11,23,15,15,0,15.17,33.67,18.13,17.00,0.00,2.169,1.334,2.469,1.880,0.000,0.003,0.097,0.005,0.011,0.000,45469,2318,3992.26,7.01,934,397,1507.60,665.20,6.04,5.21,0.48,0.18
24O,24,Mangoola Mine,12/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,401.5,207,21,4,73,96,0.5,0,0.6,1.86,1.17,1.35,4.87,0.23,10.46,5.54,80.90,15.27,2.55,5.05,2.26,0.90,0.60,0.25,0.24,0.10,9.7,69.8,14.3,43.3,81.2,16.7,37.0,0.359,0.359,0.398,0.426,0.434,0.426,0.400,0.311,24589,547,699.58,4.62,6,18,17,2,1,7.00,18.25,18.13,2.00,1.00,1.593,2.163,2.538,0.224,0.000,0.002,0.206,0.007,0.002,0.001,44346,2165,3887.49,6.87,720,389,1221.57,588.15,5.74,5.21,0.40,0.20
24T,24,Mangoola Mine,12/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,1442.2,1111,56,0,100,173,2.2,0,2.6,1.31,0.76,1.19,3.72,0.16,9.12,5.71,121.70,12.09,1.98,4.00,1.62,0.65,0.53,0.18,0.18,0.11,5.2,120.2,88.7,180.9,146.2,9.3,76.3,0.314,0.267,0.350,0.370,0.380,0.378,0.349,0.247,32576,534,692.79,4.77,0,19,11,4,1,0.00,25.25,20.00,6.00,1.00,0.000,2.064,0.584,0.895,0.000,0.000,0.134,0.019,0.002,0.000,48773,1973,3447.48,6.75,617,387,1148.15,664.21,5.67,5.10,0.36,0.22
26O,26,Mangoola Mine,12/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,401.2,163,29,0,105,104,0.2,0,5.6,2.15,1.30,1.58,5.45,0.24,17.50,5.95,83.70,17.50,2.72,5.85,2.35,1.10,0.62,0.28,0.39,0.09,12.4,558.5,70.2,98.8,659.5,45.9,147.3,0.336,0.411,0.512,0.558,0.411,0.571,0.528,0.386,21991,511,691.92,4.27,2,30,5,6,0,2.00,32.00,7.00,7.00,0.00,0.673,2.246,1.378,1.436,0.000,0.001,0.101,0.001,0.004,0.000,38790,2195,3936.32,6.89,724,500,1379.74,815.66,5.85,5.25,0.36,0.29
26T,26,Mangoola Mine,12/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,733.2,455,35,1,127,114,1.2,0,1.7,2.29,1.29,1.74,5.99,0.27,16.25,6.24,105.00,16.58,2.68,5.42,2.08,1.10,0.49,0.28,0.45,0.08,29.8,203.9,41.9,54.4,150.0,32.6,261.4,0.417,0.420,0.510,0.550,0.575,0.537,0.526,0.286,11535,599,809.95,4.92,10,30,11,7,0,11.00,36.25,13.67,8.00,0.00,2.201,2.109,1.970,1.615,0.000,0.003,0.285,0.004,0.004,0.000,32444,2199,3838.62,6.91,783,460,1356.46,701.07,5.93,5.20,0.39,0.25
36O,36,Mangoola Mine,14/03/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,261.3,82,22,1,79,76,1.3,0,0,3.01,2.24,1.77,7.29,0.38,27.36,5.99,162.10,14.78,2.35,4.58,2.17,0.94,0.50,0.12,0.30,0.09,15.1,94.9,23.1,39.5,87.6,19.6,7.8,0.531,1.082,1.095,1.047,0.986,0.980,0.704,0.616,34673,850,1216.37,5.44,8,49,26,18,1,17.00,55.72,48.50,19.60,1.00,2.025,2.681,2.523,0.928,0.000,0.001,0.113,0.009,0.069,0.000,38057,2175,4282.82,6.90,838,388,1579.42,745.92,5.96,5.09,0.46,0.19
36T,36,Mangoola Mine,14/03/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,871.4,457,33,3,201,175,2.4,0,4.2,3.62,2.75,2.01,8.93,0.45,37.51,6.07,165.00,10.02,1.47,2.86,1.39,0.53,0.38,0.28,0.21,0.11,52.1,228.8,57.0,69.0,254.6,38.0,136.4,0.462,0.982,1.154,0.973,0.823,0.925,0.596,0.725,27267,932,1260.26,5.54,1,38,26,24,5,1.00,50.50,58.67,30.75,6.00,0.000,2.694,2.885,1.825,1.474,0.000,0.057,0.008,0.022,0.001,39576,2141,4309.32,6.87,863,362,1740.10,775.46,5.91,5.18,0.50,0.15
63O,63,Jerry's Plains,4/04/2019,REFERENCE,O,3485,Central Hunter Slaty Gum Grassy Forest,NA,228.7,98,21.5,0.5,40,68,0.7,0,0.4,1.86,1.30,1.38,5.08,0.31,24.67,6.52,122.40,22.55,4.24,6.51,3.33,1.78,0.69,0.13,0.50,0.08,17.2,155.7,32.9,25.4,156.6,32.0,177.2,0.524,1.528,1.182,1.445,1.551,1.722,0.599,0.567,36985,524,765.02,4.66,0,24,11,5,0,0.00,32.00,15.17,7.00,0.00,0.000,2.249,1.122,1.003,0.000,0.000,0.180,0.010,0.003,0.000,39013,2075,3649.39,6.86,746,430,1297.84,704.05,5.81,5.20,0.41,0.24
63T,63,Jerry's Plains,4/04/2019,REFERENCE,T,3485,Central Hunter Slaty Gum Grassy Forest,NA,1155.3,562,53,0,236,174,1.3,129,0,2.10,1.21,1.70,5.33,0.31,22.87,6.95,131.80,19.79,3.69,5.97,2.82,1.45,0.63,0.10,0.38,0.08,47.4,302.0,109.3,166.2,435.3,58.7,141.4,0.390,1.055,0.920,0.778,0.750,0.955,0.532,0.470,32082,526,697.38,4.92,0,26,6,9,1,0.00,28.00,7.00,15.25,1.00,0.000,2.103,1.171,1.428,0.000,0.000,0.177,0.004,0.005,0.000,44394,1974,3654.36,6.61,693,415,1216.57,690.70,5.78,4.61,0.38,0.30
3O,3,Mangoola Mine,5/03/2019,REHAB,O,3485,Central Hunter Slaty Gum Grassy Forest,2012,41.2,6,7,0.1,7,21,0.1,0,0.4,0.44,0.09,0.24,1.10,0.06,9.62,6.96,126.60,7.82,1.29,2.06,1.04,0.59,0.28,0.08,0.10,0.11,10.3,118.1,7.9,38.9,72.1,11.5,49.7,0.248,0.256,0.296,0.319,0.328,0.311,0.261,0.220,31453,522,651.78,4.70,3,7,27,9,0,3.00,11.00,43.00,10.00,0.00,0.974,1.673,2.832,1.669,0.000,0.001,0.002,0.019,0.008,0.000,54151,1903,3424.05,6.77,813,180,1519.68,324.00,5.82,4.65,0.54,0.08
3T,3,Mangoola Mine,5/03/2019,REHAB,T,3485,Central Hunter Slaty Gum Grassy Forest,2012,422.2,78,105,2,135,100,2.2,0,3.1,0.85,0.39,0.47,1.86,0.10,14.28,6.36,195.80,11.92,1.86,3.10,1.72,0.78,0.80,0.29,0.27,0.21,4.9,143.7,13.4,27.8,84.3,11.4,58.9,0.211,0.217,0.243,0.246,0.238,0.256,0.228,0.201,38982,673,858.72,4.50,7,12,32,13,1,13.00,22.00,50.00,13.40,1.00,1.529,1.505,3.112,1.718,0.000,0.003,0.043,0.013,0.013,0.001,37089,2181,3707.46,6.98,821,259,1470.59,396.06,5.91,4.84,0.47,0.13
4O,4,Mangoola Mine,5/03/2019,REHAB,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,26.2,17,5,0,2,2,0.2,0,0,1.02,0.45,0.68,2.27,0.12,8.69,6.40,62.90,14.00,2.40,3.91,1.98,1.02,0.54,0.09,0.28,0.12,109.1,543.0,129.2,231.6,514.7,180.8,105.5,0.296,0.309,0.353,0.375,0.372,0.352,0.310,0.270,35729,478,643.22,4.31,6,17,21,2,5,14.00,21.17,39.00,2.00,7.00,1.352,1.848,1.170,0.325,1.002,0.002,0.027,0.064,0.001,0.005,45895,2103,3942.09,6.77,835,347,1366.33,732.78,5.98,4.42,0.45,0.21
4T,4,Mangoola Mine,5/03/2019,REHAB,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,304,14,8,1,61,190,2,28,1.5,1.30,0.73,0.82,3.06,0.15,9.81,5.88,118.70,17.82,2.70,5.53,2.76,1.07,1.61,0.19,0.26,0.28,22.6,74.3,21.8,51.8,135.8,21.2,40.7,0.288,0.338,0.391,0.414,0.434,0.443,0.380,0.256,26362,594,780.49,4.83,2,13,21,4,2,2.50,14.00,25.08,4.50,2.00,0.637,1.146,2.199,0.249,0.110,0.000,0.108,0.018,0.014,0.005,55014,2033,3531.16,6.83,853,273,1435.41,507.88,5.93,4.80,0.51,0.14
5O,5,Mangoola Mine,5/03/2019,REHAB,O,3485,Central Hunter Slaty Gum Grassy Forest,2016,32,3,4,0,0,0,0,25,3.4,0.98,0.54,0.56,2.49,0.12,9.72,4.96,1210.00,9.07,1.69,2.69,1.35,0.67,0.27,0.15,0.06,0.07,56.1,468.2,118.0,235.6,589.0,92.5,124.2,0.290,0.295,0.327,0.360,0.380,0.364,0.319,0.205,27983,299,375.70,3.87,0,1,17,15,0,0.00,1.00,25.17,17.25,0.00,0.000,0.000,1.861,1.541,0.000,0.000,0.000,0.014,0.215,0.000,43360,964,1570.45,5.59,475,77,794.56,157.22,4.75,3.56,0.59,0.06
5T,5,Mangoola Mine,5/03/2019,REHAB,T,3485,Central Hunter Slaty Gum Grassy Forest,2016,143,13,94,1,25,10,0,0,2.2,0.87,0.46,0.47,2.02,0.09,9.74,5.43,471.00,12.47,1.84,3.99,1.86,0.77,0.78,0.19,0.13,0.18,5.9,133.7,13.8,15.9,51.2,2.6,77.4,0.266,0.264,0.299,0.318,0.328,0.326,0.308,0.236,29847,476,704.86,4.51,4,15,16,13,2,4.00,27.50,32.00,14.50,2.00,1.358,1.467,0.908,1.539,0.673,0.001,0.077,0.044,0.051,0.001,58478,1805,3376.21,6.63,711,189,1515.25,314.35,5.71,4.30,0.43,0.11
