Sample_id,Plot_id,Site_id,Survey_Date,Treatment,Subplot,Patch,PCT_Number,PCT_Name,Esstablishment,Dbh_cm,Tree sp.,dist_Tree_m,Foliage_Cover_<0.5,Logs_<0.5,Litter_<0.5,Compost,Cryptogam,Rock,Bare soil,Shrub_>0.5,Tree>0.5,Other,
4DT,4,Mangoola Mine,5/03/2019,Rehabilitated,D,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,5,A.spectabilis,,0,0,40,0,0,0,60,50,0,0,
5AO,5,Mangoola Mine,5/03/2019,Rehabilitated,A,O,3485,Central Hunter Slaty Gum Grassy Forest,2016,,,3,0,0,5,0,0,0,95,0,0,0,
5AT,5,Mangoola Mine,5/03/2019,Rehabilitated,A,T,3485,Central Hunter Slaty Gum Grassy Forest,2016,5.5,,,10,0,5,0,0,10,75,0,50,0,
5BO,5,Mangoola Mine,5/03/2019,Rehabilitated,B,O,3485,Central Hunter Slaty Gum Grassy Forest,2016,,,3,0,0,10,0,0,45,45,10,0,0,
5BT,5,Mangoola Mine,5/03/2019,Rehabilitated,B,T,3485,Central Hunter Slaty Gum Grassy Forest,2016,5,,,20,0,50,0,0,5,25,0,70,0,
5CO,5,Mangoola Mine,5/03/2019,Rehabilitated,C,O,3485,Central Hunter Slaty Gum Grassy Forest,2016,,,4,0,0,5,0,0,10,85,10,0,0,
5CT,5,Mangoola Mine,5/03/2019,Rehabilitated,C,T,3485,Central Hunter Slaty Gum Grassy Forest,2016,3,A.salicina,,10,0,90,0,0,0,0,80,0,0,
5DO,5,Mangoola Mine,5/03/2019,Rehabilitated,D,O,3485,Central Hunter Slaty Gum Grassy Forest,2016,,,5,0,0,10,0,0,40,50,30,0,0,
5DT,5,Mangoola Mine,5/03/2019,Rehabilitated,D,T,3485,Central Hunter Slaty Gum Grassy Forest,2016,4,,,20,0,10,0,0,40,30,0,40,0,
13AO,13,Mangoola Mine,7/03/2019,Rehabilitated,A,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,2,0,0,10,0,0,5,85,30,0,0,
13AT,13,Mangoola Mine,7/03/2019,Rehabilitated,A,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,5,A.spectabilis,,0,0,96,0,0,4,0,40,0,0,
13BO,13,Mangoola Mine,7/03/2019,Rehabilitated,B,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,2,0,15,85,0,0,0,0,0,0,0,
13BT,13,Mangoola Mine,7/03/2019,Rehabilitated,B,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,14,E.dawsonii,,0,0,5,0,0,2,93,0,60,0,
13CO,13,Mangoola Mine,7/03/2019,Rehabilitated,C,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,1,0,0,86,0,0,4,10,10,10,0,
13CT,13,Mangoola Mine,7/03/2019,Rehabilitated,C,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,8,E.moluccana,,0,0,85,0,0,5,10,5,45,0,
13DO,13,Mangoola Mine,7/03/2019,Rehabilitated,D,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,1,0,0,90,0,0,0,10,0,0,0,
13DT,13,Mangoola Mine,7/03/2019,Rehabilitated,D,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,6,A.spectabilis,,0,0,90,0,0,10,0,40,0,0,
14AO,14,Mangoola Mine,7/03/2019,Rehabilitated,A,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,1.5,0,0,10,0,0,10,80,0,0,0,
14AT,14,Mangoola Mine,7/03/2019,Rehabilitated,A,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,7,E.moluccana,,0,0,95,0,0,0,5,0,60,0,
14BO,14,Mangoola Mine,7/03/2019,Rehabilitated,B,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,2,0,0,90,0,0,0,10,20,0,0,
14BT,14,Mangoola Mine,7/03/2019,Rehabilitated,B,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,12,E.crebra,,1,0,40,0,0,1,58,0,80,0,
14CO,14,Mangoola Mine,7/03/2019,Rehabilitated,C,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,2.5,0,0,20,0,0,0,80,0,0,0,
14CT,14,Mangoola Mine,7/03/2019,Rehabilitated,C,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,6,E.crebra,,0,0,100,0,0,0,0,0,80,0,
14DO,14,Mangoola Mine,7/03/2019,Rehabilitated,D,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,2,0,0,30,0,0,0,70,0,0,0,
14DT,14,Mangoola Mine,7/03/2019,Rehabilitated,D,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,8,E.crebra,,0,0,50,0,0,0,50,0,70,0,
15AO,15,Mangoola Mine,7/03/2019,Rehabilitated,A,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,2,0,0,39,0,0,1,60,5,0,0,
15AT,15,Mangoola Mine,7/03/2019,Rehabilitated,A,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,7,E.dawsonii,,1,0,99,0,0,0,0,0,40,0,
15BO,15,Mangoola Mine,7/03/2019,Rehabilitated,B,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,2,0,0,10,0,0,10,80,0,0,0,
15BT,15,Mangoola Mine,7/03/2019,Rehabilitated,B,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,8,E.crebra,,0,0,90,0,0,0,10,0,60,0,
15CO,15,Mangoola Mine,7/03/2019,Rehabilitated,C,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,2,0,0,5,0,0,5,90,0,0,0,
15CT,15,Mangoola Mine,7/03/2019,Rehabilitated,C,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,10,E.crebra,,1,0,78,0,0,1,20,0,50,0,
15DO,15,Mangoola Mine,7/03/2019,Rehabilitated,D,O,3485,Central Hunter Slaty Gum Grassy Forest,2011,,,2,0,0,5,0,0,3,92,0,0,0,
15DT,15,Mangoola Mine,7/03/2019,Rehabilitated,D,T,3485,Central Hunter Slaty Gum Grassy Forest,2011,9,E.dawsonii,,0,0,45,0,0,10,45,0,50,0,
16AO,16,Mangoola Mine,8/03/2019,Rehabilitated,A,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,1.5,2,0,5,0,0,0,93,0,0,0,
16AT,16,Mangoola Mine,8/03/2019,Rehabilitated,A,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,3.5,E.dawsonii,,0,0,70,0,0,0,30,0,40,0,
16BO,16,Mangoola Mine,8/03/2019,Rehabilitated,B,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,1.5,0,0,90,0,0,0,10,0,0,0,
16BT,16,Mangoola Mine,8/03/2019,Rehabilitated,B,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,6,E.dawsonii,,0,0,97,0,0,1,2,0,40,0,
16CO,16,Mangoola Mine,8/03/2019,Rehabilitated,C,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,1.5,0,0,96,0,0,4,0,0,0,0,
16CT,16,Mangoola Mine,8/03/2019,Rehabilitated,C,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,3.5,A.spectabilis,,1,0,99,0,0,0,0,30,0,0,
16DO,16,Mangoola Mine,8/03/2019,Rehabilitated,D,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,3,5,0,5,0,0,30,60,0,0,0,
16DT,16,Mangoola Mine,8/03/2019,Rehabilitated,D,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,3.5,A.spectabilis,,0,0,100,0,0,0,0,30,0,0,
17AO,17,Mangoola Mine,8/03/2019,Rehabilitated,A,O,3485,Central Hunter Slaty Gum Grassy Forest,2012,,,1,0,0,20,0,0,20,60,0,0,0,
17AT,17,Mangoola Mine,8/03/2019,Rehabilitated,A,T,3485,Central Hunter Slaty Gum Grassy Forest,2012,9,E.dawsonii,,0,0,100,0,0,0,0,0,50,0,
17BO,17,Mangoola Mine,8/03/2019,Rehabilitated,B,O,3485,Central Hunter Slaty Gum Grassy Forest,2012,,,no data,0,0,100,0,0,0,0,0,0,0,
17BT,17,Mangoola Mine,8/03/2019,Rehabilitated,B,T,3485,Central Hunter Slaty Gum Grassy Forest,2012,6,E.dawsonii,,10,0,90,0,0,0,0,0,60,0,
17CO,17,Mangoola Mine,8/03/2019,Rehabilitated,C,O,3485,Central Hunter Slaty Gum Grassy Forest,2012,,,no data,20,0,70,0,0,0,10,0,0,0,
17CT,17,Mangoola Mine,8/03/2019,Rehabilitated,C,T,3485,Central Hunter Slaty Gum Grassy Forest,2012,10,E.dawsonii,,0,0,100,0,0,0,0,0,80,0,
17DO,17,Mangoola Mine,8/03/2019,Rehabilitated,D,O,3485,Central Hunter Slaty Gum Grassy Forest,2012,,,no data,0,0,95,0,0,5,0,0,0,0,
17DT,17,Mangoola Mine,8/03/2019,Rehabilitated,D,T,3485,Central Hunter Slaty Gum Grassy Forest,2012,8,E.crebra,,0,0,90,0,0,5,5,0,70,0,
18AO,18,Mangoola Mine,8/03/2019,Rehabilitated,A,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,2,0,0,5,0,0,30,65,0,0,0,
18AT,18,Mangoola Mine,8/03/2019,Rehabilitated,A,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,7,A.salicina,,0,0,100,0,0,0,0,60,0,0,
18BO,18,Mangoola Mine,8/03/2019,Rehabilitated,B,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,3,0,0,1,0,0,10,89,0,0,0,
18BT,18,Mangoola Mine,8/03/2019,Rehabilitated,B,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,6,E.dawsonii,,0,0,100,0,0,0,0,0,40,0,
18CO,18,Mangoola Mine,8/03/2019,Rehabilitated,C,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,2,0,0,10,0,0,10,80,0,0,0,
18CT,18,Mangoola Mine,8/03/2019,Rehabilitated,C,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,6,A.melanoxylon,,0,0,100,0,0,0,0,6,0,0,
18DO,18,Mangoola Mine,8/03/2019,Rehabilitated,D,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,4,0,0,0,0,0,30,70,0,0,0,
18DT,18,Mangoola Mine,8/03/2019,Rehabilitated,D,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,8,E.dawsonii,,0,0,95,0,0,0,5,0,40,0,
30AO,30,Mangoola Mine,13/03/2019,Rehabilitated,A,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,1.5,0,0,20,0,0,10,70,0,0,0,
30AT,30,Mangoola Mine,13/03/2019,Rehabilitated,A,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,7,E.dawsonii,,0,0,100,0,0,0,0,0,40,0,
30BO,30,Mangoola Mine,13/03/2019,Rehabilitated,B,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,2,0,0,70,0,0,20,10,0,0,0,
30BT,30,Mangoola Mine,13/03/2019,Rehabilitated,B,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,5.5,A.spp,,0,0,80,0,0,20,0,30,0,0,
30CO,30,Mangoola Mine,13/03/2019,Rehabilitated,C,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,2,0,0,40,0,0,30,30,0,0,0,
30CT,30,Mangoola Mine,13/03/2019,Rehabilitated,C,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,5.5,A.spp,,0,0,80,0,0,20,0,30,0,0,
30DO,30,Mangoola Mine,13/03/2019,Rehabilitated,D,O,3485,Central Hunter Slaty Gum Grassy Forest,2013,,,1,0,0,30,0,0,30,40,0,0,0,
30DT,30,Mangoola Mine,13/03/2019,Rehabilitated,D,T,3485,Central Hunter Slaty Gum Grassy Forest,2013,5,A.parvipanula,,0,0,90,0,0,5,5,30,0,0,
62AO,62,Jerry's Plains,4/04/2019,Reference,A,O,3314,Central Hunter Slopes Grey Box Forest,NA,,,7,40,0,49,0,1,0,10,0,0,0,
62AT,62,Jerry's Plains,4/04/2019,Reference,A,T,3314,Central Hunter Slopes Grey Box Forest,NA,58,E.moluccana,,5,0,95,0,0,0,0,5,60,0,
62BO,62,Jerry's Plains,4/04/2019,Reference,B,O,3314,Central Hunter Slopes Grey Box Forest,NA,,,7,50,0,45,0,0,0,5,0,0,0,
62BT,62,Jerry's Plains,4/04/2019,Reference,B,T,3314,Central Hunter Slopes Grey Box Forest,NA,61.5,E.moluccana,,1,0,99,0,0,0,0,80,20,0,
62CO,62,Jerry's Plains,4/04/2019,Reference,C,O,3314,Central Hunter Slopes Grey Box Forest,NA,,,2,30,0,65,0,0,0,5,0,0,0,
62CT,62,Jerry's Plains,4/04/2019,Reference,C,T,3314,Central Hunter Slopes Grey Box Forest,NA,4.5,E.moluccana,,50,0,50,0,0,0,0,0,70,0,
62DO,62,Jerry's Plains,4/04/2019,Reference,D,O,3314,Central Hunter Slopes Grey Box Forest,NA,,,8,40,0,55,0,0,0,5,0,0,0,
62DT,62,Jerry's Plains,4/04/2019,Reference,D,T,3314,Central Hunter Slopes Grey Box Forest,NA,65,E.moluccana,,0,0,100,0,0,0,0,20,60,0,
55AO,55,Wambo,2/04/2019,Reference,A,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,3,0,0,90,0,0,0,10,0,5,0,
55AT,55,Wambo,2/04/2019,Reference,A,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,31,E.crebra,,0,0,100,0,0,0,0,0,50,0,
55BO,55,Wambo,2/04/2019,Reference,B,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,3,10,0,85,0,0,0,5,0,40,0,
55BT,55,Wambo,2/04/2019,Reference,B,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,41,C.maculata,,1,0,59,0,0,0,40,5,60,0,
55CO,55,Wambo,2/04/2019,Reference,C,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,2,0,0,100,0,0,0,0,0,30,0,
55CT,55,Wambo,2/04/2019,Reference,C,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,40,E.punctata,,0,0,100,0,0,0,0,0,30,0,
55DO,55,Wambo,2/04/2019,Reference,D,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,5,0,0,50,0,0,0,50,0,20,0,
55DT,55,Wambo,2/04/2019,Reference,D,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,31,C.maculata,,0,0,100,0,0,0,0,5,50,0,
56AO,56,Wambo,2/04/2019,Reference,A,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,1.5,3,0,97,0,0,0,0,0,40,0,
56AT,56,Wambo,2/04/2019,Reference,A,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,22,E.crebra,,1,0,49,0,0,0,50,0,50,0,
56BO,56,Wambo,2/04/2019,Reference,B,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,2.5,1,0,99,0,0,0,0,0,5,0,
56BT,56,Wambo,2/04/2019,Reference,B,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,46,E.punctata,,1,0,99,0,0,0,0,0,60,0,
56CO,56,Wambo,2/04/2019,Reference,C,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,2.5,2,0,83,0,0,0,15,0,40,0,
56CT,56,Wambo,2/04/2019,Reference,C,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,11,A.spp,,0,0,50,0,0,0,50,0,40,0,
56DO,56,Wambo,2/04/2019,Reference,D,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,1,3,0,92,0,0,0,5,0,5,0,
56DT,56,Wambo,2/04/2019,Reference,D,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,8,A.spp,,0,0,90,0,0,0,10,0,30,0,
57AO,57,Wambo,2/04/2019,Reference,A,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,2,0,0,10,0,0,10,80,0,0,0,
57AT,57,Wambo,2/04/2019,Reference,A,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,28,E.moluccana,,3,0,77,0,5,0,15,0,40,0,
57BO,57,Wambo,2/04/2019,Reference,B,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,4,0,0,80,0,0,0,20,0,0,0,
57BT,57,Wambo,2/04/2019,Reference,B,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,15,E.moluccana,,1,0,50,0,0,0,49,20,10,0,
57CO,57,Wambo,2/04/2019,Reference,C,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,2.5,0,0,50,0,0,0,50,0,5,0,
57CT,57,Wambo,2/04/2019,Reference,C,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,21,E.moluccana,,0,0,20,0,0,0,80,10,30,0,
57DO,57,Wambo,2/04/2019,Reference,D,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,0.5,0,0,40,0,0,0,60,0,0,0,
57DT,57,Wambo,2/04/2019,Reference,D,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,7,E.moluccana,,0,0,40,0,5,0,55,10,20,0,
86AO,86,Bulga,14/05/2019,Reference,A,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,3,0,0,100,0,0,0,0,0,0,0,
86AT,86,Bulga,14/05/2019,Reference,A,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,31,C.maculata,,2,0,78,0,0,0,20,0,60,0,
86BO,86,Bulga,14/05/2019,Reference,B,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,4,5,0,95,0,0,0,0,0,5,0,
86BT,86,Bulga,14/05/2019,Reference,B,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,51,C.maculata,,0,0,40,0,0,10,50,0,60,0,
86CO,86,Bulga,14/05/2019,Reference,C,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,2,5,0,95,0,0,0,0,0,10,0,
86CT,86,Bulga,14/05/2019,Reference,C,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,59,C.maculata,,0,0,100,0,0,0,0,0,60,0,
86DO,86,Bulga,14/05/2019,Reference,D,O,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,,,2,5,0,95,0,0,0,0,0,10,0,
86DT,86,Bulga,14/05/2019,Reference,D,T,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,8,E.crebra,,10,0,90,0,0,0,0,0,40,0,
27AO,27,Mangoola Mine,12/03/2019,Reference,A,O,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,,,2,2,0,93,0,0,0,5,0,30,0,
27AT,27,Mangoola Mine,12/03/2019,Reference,A,T,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,14,E.crebra,,3,0,87,0,5,0,5,0,40,0,
27BO,27,Mangoola Mine,12/03/2019,Reference,B,O,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,,,0.5,0,0,70,0,0,0,30,10,20,0,
27BT,27,Mangoola Mine,12/03/2019,Reference,B,T,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,11,E.crebra,,0,0,95,0,0,0,5,20,5,0,
27CO,27,Mangoola Mine,12/03/2019,Reference,C,O,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,,,1,1,0,69,0,0,0,30,0,30,0,
27CT,27,Mangoola Mine,12/03/2019,Reference,C,T,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,19,E.crebra,,0,0,90,0,0,0,10,0,50,0,
27DO,27,Mangoola Mine,12/03/2019,Reference,D,O,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,,,0.5,0,0,90,0,0,0,10,0,0,0,
27DT,27,Mangoola Mine,12/03/2019,Reference,D,T,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,8,E.crebra,,0,0,100,0,0,0,0,0,40,0,
28AO,28,Mangoola Mine,12/03/2019,Reference,A,O,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,,,6,0,0,20,0,80,0,0,0,0,0,
28AT,28,Mangoola Mine,12/03/2019,Reference,A,T,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,18,E.crebra,,3,0,97,0,0,0,0,10,30,0,
28BO,28,Mangoola Mine,12/03/2019,Reference,B,O,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,,,0.5,0,0,80,0,20,0,0,0,20,0,
28BT,28,Mangoola Mine,12/03/2019,Reference,B,T,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,14,Allocasurina,,0,0,99,0,1,0,0,0,40,0,
28CO,28,Mangoola Mine,12/03/2019,Reference,C,O,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,,,1.5,0,0,60,0,40,0,0,0,10,0,
28CT,28,Mangoola Mine,12/03/2019,Reference,C,T,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,9,Allocasurina,,0,0,100,0,0,0,0,30,20,0,
28DO,28,Mangoola Mine,12/03/2019,Reference,D,O,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,,,1.5,0,0,60,0,40,0,0,0,30,0,
28DT,28,Mangoola Mine,12/03/2019,Reference,D,T,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,9,Allocasurina,,0,0,95,0,5,0,0,0,60,0,
